"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,문화유적방문,자연명승,삼림욕,국내캠핑,해외여행,소풍/야유회,온천/해수욕,유람선 타기,테마파크가기,지역축제참가,자동차 드라이브,표본수,문화유적방문,자연명승,삼림욕,국내캠핑,해외여행,소풍/야유회,온천/해수욕,유람선 타기,테마파크가기,지역축제참가,자동차 드라이브,표본수,문화유적방문,자연명승,삼림욕,국내캠핑,해외여행,소풍/야유회,온천/해수욕,유람선 타기,테마파크가기,지역축제참가,자동차 드라이브,표본수,문화유적방문,자연명승,삼림욕,국내캠핑,해외여행,소풍/야유회,온천/해수욕,유람선 타기,테마파크가기,지역축제참가,자동차 드라이브,표본수,문화유적방문,자연명승,삼림욕,국내캠핑,해외여행,소풍/야유회,온천/해수욕,유람선 타기,테마파크가기,지역축제참가,자동차 드라이브
"지역규모별",중소도시,3610,5.1,10.4,6,10.8,23.5,5,7,2,7.4,6.4,4.2,3524,4.5,11.1,5.6,9.6,16.2,6.2,7.9,2.6,8.8,9.6,5.8,3331,5.1,18,5.6,10.5,15.8,3.9,4.6,1.6,9.1,4.8,6.5,3776,7.9,18.2,5.8,13.5,10.5,3.9,4.7,1,6.8,4.3,9.8,3486,6.1,19.1,5.6,15.9,10.1,3.8,2.9,0.8,4.5,2.4,10.1
"지역규모별",읍면지역,2381,8.1,14.1,5.2,8.4,19.5,3.5,8.2,1,6.7,9.4,2.6,2556,6.2,12.5,5.6,7.7,16.2,3.4,8.6,2.1,5.6,13.4,5.5,2494,4.2,19.2,4.8,7.8,12.3,4.1,6.1,1.1,4.6,7.9,6.1,1939,6,21.3,5.1,9.9,10,4.8,5.6,1.2,4.5,6.1,8.8,2233,5.5,23.2,3.8,11.8,8.1,2.1,4.6,0.3,3.1,4.3,10.9
"권역별",수도권,3289,5,10.4,7.3,11.4,23.1,5,6.4,2.7,7.3,6.3,3.5,3182,4.4,12,6.5,10.5,17.8,5.9,8.6,1.9,8.1,8.5,5.2,3179,3.9,19.5,5.3,10,14.1,3.6,4.6,1.4,8.1,6,6.1,4895,6.9,20.7,5.3,12,8.2,4.9,3.9,1.4,7.7,3.9,6.9,3135,5.7,20.1,5.1,17.2,9.1,4.3,2.6,0.9,6.1,3.3,7.6
"권역별",강원/제주권,762,3.5,4.3,5.2,6.8,18.9,5.1,6.5,1.7,4.4,8.6,8,786,3.9,7.3,4.5,9.5,23.2,2.7,5.2,2.3,7.1,6.9,4.7,765,5.6,9.6,6.6,10.3,16.9,6.2,4.4,2.2,5.9,6.2,6.6,440,2.3,8.2,6.4,14.7,18.5,2,3.9,0.9,3.4,4.5,16.8,777,2.4,13.9,7.4,12.9,7,2.5,2.3,0.1,3.1,2.3,17.7
"권역별",충청/세종권,1778,4.9,8.5,8.3,9.7,17.3,4.2,7,2.7,6.4,8.8,3.8,1772,3.6,13.3,5.7,9.8,11.6,2.9,7.2,1.7,6,12,6,1693,4.4,20.4,5.7,10.1,10.8,6.2,5.4,1,9.1,4.6,7.2,1115,12.1,24.7,8,15.3,8,4.3,4,0.8,6.2,7,7.7,1703,5.9,23.4,4.9,21.1,11.5,3.3,3,0.4,5.8,4.3,10.4
"권역별",호남권,1575,4.6,20,5.9,9.9,12.1,6.1,10.3,0.7,8.6,8.2,4.2,1582,5.8,13.5,6.9,6.1,18.5,7.1,6.1,2.5,5.4,9.6,7.3,1447,6.1,24,4.4,8.3,12.6,4.3,3.8,0.6,7.2,8.9,6.9,1029,4.2,17.1,5.3,13.7,10.2,4.3,6.9,1.9,6.1,9.3,13.5,1469,8.1,16.4,4.8,11.6,17.3,4.9,4.1,0.7,3.9,5.8,9.8
"권역별",대경권,1302,11.2,14.3,6.1,9.6,25.5,5,8.6,2,6.4,5.8,1.9,1304,14.1,15.3,9.7,8.6,14.3,2.2,6.1,2.6,9.9,5.4,4.6,1195,9.7,24,6.8,9.7,14.2,3.3,4.4,0.2,7.5,5.1,4.2,1047,7.1,18.1,5.7,13.2,18.6,3.2,7.2,2.3,3.8,4.8,9.7,1203,7.1,26.4,6,15.9,10.1,3.6,6.3,1.3,3.3,3.6,6.4
"권역별",동남권,1896,5.2,8.2,5.6,11.7,23.4,2,8,1.2,9.5,5.7,5.4,1872,4.6,9.9,3.1,8.3,15.5,4,7.9,3,7.3,18.4,6.6,1781,4.6,24.2,3.3,8.1,16.2,4,8.7,1.9,5.9,6.8,7.3,1562,6.7,16.8,5.1,8.7,10.5,4.2,8.8,1.2,4.3,6.1,14.6,1762,6.1,15.6,4.8,9.1,9.3,2.5,4.2,0.6,2.5,2.5,22.7
"17개 시도별",서울,1257,5,8.9,8.3,9.9,22,4.1,6.3,3.9,7.1,6.3,3.4,1220,4.3,11.7,6.6,11.6,22.9,4.3,8.3,1.6,7.6,5.9,5.7,1191,4.4,20.8,5.1,10,11.8,5.7,4.7,1.6,8,9.1,7.4,1931,6.7,18.6,5.7,12.2,9.5,5.7,5.2,2.8,7,5.5,7.2,1195,6,15.2,5,17.1,13,4.9,2.1,1.4,7.7,5.7,8.8
"17개 시도별",부산,751,3.8,5.1,6.7,10,22.1,2.1,11,1.8,9.5,5.1,6,734,4.6,13.2,2.5,8,12.6,3.5,8.1,2.8,8.5,18.5,5.4,693,3.9,28.7,2.1,4.9,20,1.5,11.4,1.7,4.1,4.9,6.2,681,7.8,21.4,6.1,7.6,13.6,3.9,10.1,1.5,3.7,4.9,11.3,691,8.8,16.7,4.6,9.6,11.8,2.4,5.3,0.4,3.2,2.1,22.4
"17개 시도별",대구,633,8.6,14.1,4.9,15.1,23.6,5.1,8.9,2.2,7,6.4,2.4,638,14.5,14.3,10.4,8.5,12.7,1.9,5.1,3,12.5,5.9,5.8,584,12.3,25.4,6.9,12.9,13.6,3.1,5.3,0.4,7,3.5,5.1,490,6.1,25.3,5.5,16.1,14.1,2.4,5,1.7,3.8,7,9.9,580,6.7,23.8,6.5,17,14.7,3.3,5.7,1.3,3.6,4.1,5.9
"17개 시도별",인천,675,5.7,13.8,12.3,14.8,19,5.7,4.1,1.6,6.7,7.8,3.1,637,5.5,19,9.8,8.8,7.4,5.8,5.7,1.5,4.4,9.4,7,644,4.6,32.2,4.3,7.7,11.6,1.5,0.9,-,11.7,4.7,3.6,556,4.1,23.9,2.3,12.2,6.6,3.3,3.2,0.2,11.3,4.2,7.7,624,6.1,29.1,5.8,19.3,3.8,3.6,1.6,1.3,9,2.3,4
"17개 시도별",광주,492,4.1,19.8,5.3,13.1,13,9.5,8.3,0.2,8.9,4.9,3.6,475,8.5,12.2,8,5.7,16.5,11.4,6.3,1.5,4.5,9.6,3.5,451,5.6,22.4,5.9,12.8,11.8,8.8,5.8,1.4,8.6,8.1,3.2,294,2.8,8.8,6.8,21.1,9.1,9.5,5.7,2.2,6.4,6.8,15.2,452,3.7,18.6,5.7,17.9,10.8,12.1,4.3,0.7,4.3,6.1,9.9
"17개 시도별",대전,501,2.9,6.7,8.6,9.2,18.9,5.7,5.8,3.1,7.3,3.8,7.4,493,5.3,10.6,8.6,12.3,13.9,3,6.6,0.8,4.6,11.5,4,463,3.3,22.6,6.2,9.8,5.8,4.9,3.5,0.4,7.9,1.6,6.1,303,9.5,18.8,12.9,14,6.4,2.5,4.9,0.7,8,8.7,12.1,460,4.6,20.8,5.6,24.2,10.4,4.9,4,0.4,5.1,3.4,10.7
"17개 시도별",울산,426,7.4,9.8,7.9,16,11.4,3.2,10,1.3,11.6,6.1,7.9,425,7.8,6.7,2.4,8,20.6,1.7,1.8,0.3,6.5,17.8,7.7,406,4.7,20.9,5.2,7.8,19.7,2.2,4.5,1.3,3.8,6.7,11.1,221,8.5,16.2,6,6.1,7.1,1,3.4,1.5,0.8,2,20.5,390,0.8,17.7,6.5,8.6,4.5,1,1.6,0.5,0.4,0.3,46.1
"17개 시도별",세종,175,6.4,16.3,4.8,9.7,14,3,4.6,0.8,4.7,7.8,7.1,189,5.2,8,13.5,9.1,11.4,0.8,6.1,4.9,6.7,10.4,4.9,201,1.5,33.6,6.1,9.4,10.6,6.1,6.6,0.8,11.6,3.1,5.5,61,7.5,17.8,5.6,12.3,21.9,5.5,8.2,3.3,11.4,3.4,0.8,201,4.8,20,6.4,41.2,8.7,5,1.3,0.5,2,0.8,3.2
"17개 시도별",경기,1357,4.9,10.9,5.3,11.9,25,5.4,7.1,2,7.6,6,3.7,1325,4.1,10.7,5.7,10.1,16.1,7.1,9.5,2.2,9.3,10.3,4.4,1344,3.4,15.8,5.7,10.4,16.4,2.6,5.4,1.6,7.3,3.9,5.7,2408,7.7,21.6,5.8,11.9,7.6,4.6,3.1,0.6,7.3,2.7,6.5,1316,5.3,21.7,5,16.8,7.4,4,3.1,0.5,4.3,1.8,7.5
"17개 시도별",강원,462,3.9,4.2,4.3,6.2,12.2,6.1,7.5,1.8,3.8,8.2,8.6,478,3.4,6.5,3.3,9.9,20,2.7,6.3,2.5,7.2,6.6,4.6,463,3.7,11.1,7.2,12.2,18.5,7,3.2,0.8,4.7,5.7,6.4,320,1.9,8.1,7.1,8.7,10.5,2.9,3.8,1.3,4,5.9,20.1,475,1.9,13.2,5.7,14.9,9.3,3.3,2.4,-,4.1,2.8,10.3
"17개 시도별",충북,512,6.9,7.9,8.8,6.7,18.8,2.9,7.2,1.3,6.2,5.8,4.1,501,3.4,22.3,3.7,7,10.3,3.3,9.2,1.6,9.2,9.5,7.6,475,4.8,10.7,6.1,15.2,10.7,5.1,6.3,1.9,6.9,4.8,12.1,321,10.3,14.4,5.8,26.4,14,7.3,4.1,1.2,3.6,5.3,3.3,480,8.8,16,5,13.6,16.4,1.4,3,0.7,6.4,6.4,14
"17개 시도별",충남,590,4.7,9.6,8.1,12.2,15.5,4.2,8,3.6,6,14.8,0.7,589,2.2,9.1,4.1,10.2,10.8,2.8,6.2,2.1,4.6,14.4,6.4,554,5.2,24.3,5.1,6.5,14.5,7.9,6,0.9,11.2,6.8,4.4,430,15.9,37.5,6.7,8.4,2.7,3.2,2.8,0.2,6,7.6,8.9,562,4.7,31.1,4,21.6,9,3.3,2.7,0.3,6.4,3.8,8.5
"17개 시도별",전북,551,3.5,22.7,4.3,6.5,14.1,3.4,9.1,0.8,8.8,8.5,5.5,560,4.3,15.2,3.9,8.2,27.3,4.7,6.3,2.5,5.1,7.7,6.9,496,7.9,31,2.6,4.7,11.6,3.3,2,0.4,9.2,11.7,6.5,375,6.6,16.7,6.5,7.7,9.3,1.9,8,2.8,8.2,12.3,12.9,511,13.6,17.8,3.4,7.1,22.8,1.1,3.5,0.8,4.3,5,6.5
"17개 시도별",전남,532,6.3,17.2,8,10.7,9.2,6,13.1,1,8.1,10.8,3.2,547,5.2,12.9,9.1,4.2,11.2,6,5.6,3.3,6.3,11.7,10.8,500,4.8,18.2,5.1,8.3,14.2,1.7,3.9,0.2,4,6.7,10.4,360,2.8,24.4,2.9,13.6,11.9,2.2,6.8,0.8,3.7,8.3,12.8,506,6.1,13.2,5.6,10.9,17.2,2.9,4.6,0.7,3.3,6.3,13
"17개 시도별",경북,669,13.6,14.5,7.3,4.5,27.3,4.8,8.2,1.9,5.7,5.2,1.5,666,13.6,16.2,9.1,8.6,15.9,2.5,7,2.2,7.5,5,3.5,611,7.3,22.8,6.7,6.9,14.7,3.5,3.7,0.1,7.8,6.6,3.3,557,8,11.6,5.9,10.5,22.7,3.8,9.2,2.8,3.8,2.9,9.4,623,7.4,28.7,5.6,14.8,5.9,3.9,6.8,1.2,3.1,3.1,6.9
"17개 시도별",경남,719,5.9,10.9,3.6,12,28.9,1.6,4.2,0.4,8.8,6.1,3.8,713,3.5,7.6,3.8,8.8,16.8,5.5,9.6,4.2,6.2,18.5,7.6,682,5.2,20.8,3.8,11.4,11,7.2,7.4,2.2,8.5,8.8,7.2,660,4.9,12.3,3.7,10.8,8.4,5.7,9.3,0.8,6,8.8,16,681,5,13.8,4.4,8.6,8.4,3.1,3.9,0.9,2.6,3.7,15.3
"17개 시도별",제주,300,2.4,4.5,7.9,8.2,36.7,2.3,3.7,1.3,6.1,9.7,6.4,308,5.3,9.2,7.4,8.6,31,2.7,2.7,1.7,6.8,7.7,4.9,302,10,6,5,5.7,13,4.4,7.3,5.3,8.7,7.4,7.1,120,3.3,8.4,4.6,28.7,37.5,-,4,-,2,1.1,9.1,302,3.4,15.4,11.4,8.2,1.7,0.8,1.8,0.3,0.9,1,34.8
"장애여부별",장애등록,-,-,-,-,-,-,-,-,-,-,-,-,124,10.2,20.6,3.6,2.4,15.5,3.6,9.7,0.9,1.5,12.5,3.5,151,5,22.9,4.2,3,7.1,3.4,8.4,2.3,6.3,5.4,2.1,225,5,23.6,9,7.3,4.7,8.2,6.2,1.5,1.6,5.6,4.9,218,6.3,21.5,6.3,7.5,7.6,4,4.1,1.6,0.6,7.1,7.6
"장애여부별",미등록,-,-,-,-,-,-,-,-,-,-,-,-,160,9.2,13.5,4.6,15.1,17.6,6.2,8.7,2.4,3.9,7.7,3.1,55,3.6,11.4,8,3.3,13.8,4.3,12.5,2,5.3,6.4,2.2,233,6.1,26.9,6,8.7,9,7.4,6.6,2.4,1.5,6.1,4.9,110,4.5,27.6,4.5,18.2,6.8,3.3,5.4,0.8,2,1.9,7.2
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,-,-,-,-,10214,5.3,12,6.2,9.4,16.7,4.9,7.7,2.2,7.7,10.2,5.7,9854,4.9,20.8,5.2,9.6,14.1,4.1,5.1,1.3,7.6,6.2,6.4,9630,7.1,19.2,5.6,12.5,10.3,4.2,5.2,1.4,6.5,5.2,9.7,9721,6,19.6,5.2,15.7,10.3,3.8,3.3,0.8,5.1,3.5,10.8
